"","gene_id","source","gene_version","gene_name","gene_biotype","phase"
"ENSMUSG00000057378","ENSMUSG00000057378","ensembl_havana","15","Ryr3","protein_coding",NA
"ENSMUSG00000057381","ENSMUSG00000057381","ensembl_havana","1","Tas2r123","protein_coding",NA
"ENSMUSG00000057388","ENSMUSG00000057388","ensembl_havana","9","Mrpl18","protein_coding",NA
"ENSMUSG00000057396","ENSMUSG00000057396","ensembl","6","Zfp759","protein_coding",NA
"ENSMUSG00000057400","ENSMUSG00000057400","ensembl_havana","12","Ces1c","protein_coding",NA
"ENSMUSG00000057402","ENSMUSG00000057402","ensembl_havana","5","Cldn34b2","protein_coding",NA
"ENSMUSG00000057406","ENSMUSG00000057406","ensembl_havana","16","Whsc1","protein_coding",NA
"ENSMUSG00000057409","ENSMUSG00000057409","ensembl","6","Zfp53","protein_coding",NA
"ENSMUSG00000057411","ENSMUSG00000057411","ensembl","8","Fam173a","protein_coding",NA
"ENSMUSG00000057417","ENSMUSG00000057417","ensembl","6","Dcpp3","protein_coding",NA
"ENSMUSG00000057421","ENSMUSG00000057421","ensembl_havana","12","Las1l","protein_coding",NA
"ENSMUSG00000057424","ENSMUSG00000057424","ensembl","1","Olfr934","protein_coding",NA
"ENSMUSG00000057425","ENSMUSG00000057425","ensembl_havana","3","Ugt2b37","protein_coding",NA
"ENSMUSG00000057439","ENSMUSG00000057439","ensembl_havana","12","Kir3dl2","protein_coding",NA
"ENSMUSG00000057440","ENSMUSG00000057440","ensembl","7","Mpp7","protein_coding",NA
"ENSMUSG00000057443","ENSMUSG00000057443","ensembl_havana","12","Olfr138","protein_coding",NA
"ENSMUSG00000057444","ENSMUSG00000057444","ensembl","2","Olfr910","protein_coding",NA
"ENSMUSG00000057446","ENSMUSG00000057446","ensembl","2","Cts8","protein_coding",NA
"ENSMUSG00000057447","ENSMUSG00000057447","ensembl_havana","1","Olfr1205","protein_coding",NA
"ENSMUSG00000057454","ENSMUSG00000057454","ensembl_havana","5","Lypd3","protein_coding",NA
"ENSMUSG00000057455","ENSMUSG00000057455","ensembl_havana","12","Rit2","protein_coding",NA
"ENSMUSG00000057457","ENSMUSG00000057457","ensembl_havana","11","Phex","protein_coding",NA
"ENSMUSG00000057461","ENSMUSG00000057461","ensembl_havana","1","Olfr591","protein_coding",NA
"ENSMUSG00000057464","ENSMUSG00000057464","ensembl_havana","3","Olfr1415","protein_coding",NA
"ENSMUSG00000057465","ENSMUSG00000057465","ensembl","4","Saa2","protein_coding",NA
"ENSMUSG00000057469","ENSMUSG00000057469","ensembl","7","E2f6","protein_coding",NA
"ENSMUSG00000057497","ENSMUSG00000057497","ensembl_havana","8","Fam136a","protein_coding",NA
"ENSMUSG00000057499","ENSMUSG00000057499","ensembl_havana","3","Gm6177","processed_pseudogene",NA
"ENSMUSG00000057503","ENSMUSG00000057503","ensembl_havana","5","Olfr1459","protein_coding",NA
"ENSMUSG00000057506","ENSMUSG00000057506","ensembl","4","Bloc1s2","protein_coding",NA
"ENSMUSG00000057513","ENSMUSG00000057513","ensembl_havana","3","Vmn1r177","protein_coding",NA
"ENSMUSG00000057522","ENSMUSG00000057522","ensembl_havana","15","Spop","protein_coding",NA
"ENSMUSG00000057530","ENSMUSG00000057530","ensembl_havana","14","Ece1","protein_coding",NA
"ENSMUSG00000057531","ENSMUSG00000057531","ensembl","13","Dtnbp1","protein_coding",NA
"ENSMUSG00000057534","ENSMUSG00000057534","ensembl_havana","13","Gm15698","protein_coding",NA
"ENSMUSG00000057540","ENSMUSG00000057540","ensembl_havana","2","Olfr310","protein_coding",NA
"ENSMUSG00000057541","ENSMUSG00000057541","ensembl_havana","14","Pus7","protein_coding",NA
"ENSMUSG00000057551","ENSMUSG00000057551","ensembl_havana","9","Zfp317","protein_coding",NA
"ENSMUSG00000057554","ENSMUSG00000057554","ensembl_havana","13","Lgals8","protein_coding",NA
"ENSMUSG00000057561","ENSMUSG00000057561","ensembl","9","Eif1a","protein_coding",NA
"ENSMUSG00000057564","ENSMUSG00000057564","ensembl_havana","5","Olfr1508","protein_coding",NA
"ENSMUSG00000057572","ENSMUSG00000057572","ensembl_havana","15","Zbtb8os","protein_coding",NA
"ENSMUSG00000057577","ENSMUSG00000057577","ensembl","2","Gm10025","pseudogene",NA
"ENSMUSG00000057580","ENSMUSG00000057580","ensembl_havana","4","Gm10012","transcribed_processed_pseudogene",NA
"ENSMUSG00000057592","ENSMUSG00000057592","ensembl_havana","1","Vmn1r48","protein_coding",NA
"ENSMUSG00000057594","ENSMUSG00000057594","ensembl_havana","12","Arl16","protein_coding",NA
"ENSMUSG00000057596","ENSMUSG00000057596","ensembl_havana","13","Trim30d","protein_coding",NA
"ENSMUSG00000057604","ENSMUSG00000057604","ensembl_havana","9","Lmcd1","protein_coding",NA
"ENSMUSG00000057605","ENSMUSG00000057605","ensembl","4","Gm6807","processed_pseudogene",NA
"ENSMUSG00000057606","ENSMUSG00000057606","ensembl_havana","14","Colq","protein_coding",NA
"ENSMUSG00000057609","ENSMUSG00000057609","ensembl_havana","6","Lce1a1","protein_coding",NA
"ENSMUSG00000057612","ENSMUSG00000057612","ensembl_havana","1","Vmn1r37","protein_coding",NA
"ENSMUSG00000057614","ENSMUSG00000057614","ensembl_havana","6","Gnai1","protein_coding",NA
"ENSMUSG00000057615","ENSMUSG00000057615","ensembl_havana","5","Ldoc1","protein_coding",NA
"ENSMUSG00000057626","ENSMUSG00000057626","ensembl","1","Gm5621","processed_pseudogene",NA
"ENSMUSG00000057637","ENSMUSG00000057637","ensembl_havana","13","Prdm2","protein_coding",NA
"ENSMUSG00000057649","ENSMUSG00000057649","ensembl","5","Brd9","protein_coding",NA
"ENSMUSG00000057650","ENSMUSG00000057650","ensembl","2","Krtap19-2","protein_coding",NA
"ENSMUSG00000057654","ENSMUSG00000057654","ensembl_havana","5","Olfr328","protein_coding",NA
"ENSMUSG00000057657","ENSMUSG00000057657","ensembl","3","Rps18-ps3","protein_coding",NA
"ENSMUSG00000057666","ENSMUSG00000057666","ensembl_havana","18","Gapdh","protein_coding",NA
"ENSMUSG00000057667","ENSMUSG00000057667","ensembl_havana","7","Bloc1s3","protein_coding",NA
"ENSMUSG00000057672","ENSMUSG00000057672","ensembl_havana","15","Pkn1","protein_coding",NA
"ENSMUSG00000057674","ENSMUSG00000057674","ensembl_havana","3","Gm11938","protein_coding",NA
"ENSMUSG00000057685","ENSMUSG00000057685","ensembl","7","Gm8526","processed_pseudogene",NA
"ENSMUSG00000057691","ENSMUSG00000057691","ensembl_havana","8","Zfp746","protein_coding",NA
"ENSMUSG00000057696","ENSMUSG00000057696","ensembl_havana","4","Rpl30-ps1","processed_pseudogene",NA
"ENSMUSG00000057697","ENSMUSG00000057697","ensembl_havana","2","Vmn1r53","protein_coding",NA
"ENSMUSG00000057699","ENSMUSG00000057699","ensembl_havana","5","Tas2r131","protein_coding",NA
"ENSMUSG00000057706","ENSMUSG00000057706","ensembl_havana","7","Mex3b","protein_coding",NA
"ENSMUSG00000057710","ENSMUSG00000057710","havana","6","9630041A04Rik","protein_coding",NA
"ENSMUSG00000057715","ENSMUSG00000057715","ensembl_havana","13","A830018L16Rik","protein_coding",NA
"ENSMUSG00000057716","ENSMUSG00000057716","ensembl_havana","6","Tmem178b","protein_coding",NA
"ENSMUSG00000057719","ENSMUSG00000057719","ensembl_havana","10","Sh3rf2","protein_coding",NA
"ENSMUSG00000057722","ENSMUSG00000057722","ensembl_havana","17","Lepr","protein_coding",NA
"ENSMUSG00000057723","ENSMUSG00000057723","ensembl_havana","3","Krt33b","protein_coding",NA
"ENSMUSG00000057726","ENSMUSG00000057726","ensembl_havana","2","Serpinb9g","protein_coding",NA
"ENSMUSG00000057729","ENSMUSG00000057729","ensembl_havana","12","Prtn3","protein_coding",NA
"ENSMUSG00000057735","ENSMUSG00000057735","ensembl_havana","4","Olfr1186","protein_coding",NA
"ENSMUSG00000057738","ENSMUSG00000057738","ensembl_havana","13","Sptan1","protein_coding",NA
"ENSMUSG00000057751","ENSMUSG00000057751","ensembl_havana","14","Megf6","protein_coding",NA
"ENSMUSG00000057754","ENSMUSG00000057754","ensembl_havana","2","Tas2r106","protein_coding",NA
"ENSMUSG00000057761","ENSMUSG00000057761","ensembl_havana","1","Olfr1022","protein_coding",NA
"ENSMUSG00000057762","ENSMUSG00000057762","ensembl","4","Gm6169","protein_coding",NA
"ENSMUSG00000057766","ENSMUSG00000057766","ensembl_havana","13","Ankrd29","protein_coding",NA
"ENSMUSG00000057770","ENSMUSG00000057770","ensembl","4","Olfr668","protein_coding",NA
"ENSMUSG00000057777","ENSMUSG00000057777","ensembl_havana","4","Mab21l2","protein_coding",NA
"ENSMUSG00000057778","ENSMUSG00000057778","ensembl_havana","14","Cyb5d2","protein_coding",NA
"ENSMUSG00000057788","ENSMUSG00000057788","ensembl_havana","13","Ddx49","protein_coding",NA
"ENSMUSG00000057789","ENSMUSG00000057789","ensembl_havana","13","Bak1","protein_coding",NA
"ENSMUSG00000057799","ENSMUSG00000057799","ensembl_havana","3","Vmn1r216","protein_coding",NA
"ENSMUSG00000057801","ENSMUSG00000057801","ensembl_havana","2","Olfr135","protein_coding",NA
"ENSMUSG00000057802","ENSMUSG00000057802","ensembl_havana","8","Gm10030","processed_transcript",NA
"ENSMUSG00000057805","ENSMUSG00000057805","havana","4","1700084M14Rik","protein_coding",NA
"ENSMUSG00000057816","ENSMUSG00000057816","ensembl_havana","7","1700007G11Rik","protein_coding",NA
"ENSMUSG00000057817","ENSMUSG00000057817","ensembl_havana","4","Olfr1446","protein_coding",NA
"ENSMUSG00000057818","ENSMUSG00000057818","havana","8","1600029O15Rik","transcribed_processed_pseudogene",NA
"ENSMUSG00000057829","ENSMUSG00000057829","ensembl_havana","5","Gm5278","processed_pseudogene",NA
"ENSMUSG00000057835","ENSMUSG00000057835","ensembl_havana","7","Zfp119a","protein_coding",NA
"ENSMUSG00000057836","ENSMUSG00000057836","ensembl_havana","12","Xlr3a","protein_coding",NA
"ENSMUSG00000057841","ENSMUSG00000057841","ensembl_havana","5","Rpl32","protein_coding",NA
"ENSMUSG00000057842","ENSMUSG00000057842","ensembl_havana","13","Zfp595","protein_coding",NA
"ENSMUSG00000057855","ENSMUSG00000057855","ensembl_havana","2","Krtap6-3","protein_coding",NA
"ENSMUSG00000057858","ENSMUSG00000057858","ensembl","7","Fam204a","protein_coding",NA
"ENSMUSG00000057863","ENSMUSG00000057863","ensembl","5","Rpl36","protein_coding",NA
"ENSMUSG00000057880","ENSMUSG00000057880","ensembl_havana","12","Abat","protein_coding",NA
"ENSMUSG00000057886","ENSMUSG00000057886","havana","5","Cbx3-ps6","processed_pseudogene",NA
"ENSMUSG00000057890","ENSMUSG00000057890","havana","5","Olfr1375","protein_coding",NA
"ENSMUSG00000057894","ENSMUSG00000057894","ensembl_havana","10","Zfp329","protein_coding",NA
"ENSMUSG00000057895","ENSMUSG00000057895","ensembl_havana","11","Zfp105","protein_coding",NA
"ENSMUSG00000057897","ENSMUSG00000057897","ensembl_havana","14","Camk2b","protein_coding",NA
"ENSMUSG00000057899","ENSMUSG00000057899","ensembl_havana","6","Adgrf2","protein_coding",NA
"ENSMUSG00000057903","ENSMUSG00000057903","ensembl_havana","3","Olfr739","protein_coding",NA
"ENSMUSG00000057913","ENSMUSG00000057913","ensembl","2","Gm10032","protein_coding",NA
"ENSMUSG00000057914","ENSMUSG00000057914","ensembl_havana","15","Cacnb2","protein_coding",NA
"ENSMUSG00000057924","ENSMUSG00000057924","ensembl","4","Gm10033","protein_coding",NA
"ENSMUSG00000057933","ENSMUSG00000057933","ensembl_havana","10","Gsta2","protein_coding",NA
"ENSMUSG00000057945","ENSMUSG00000057945","havana","3","Gm17136","processed_pseudogene",NA
"ENSMUSG00000057948","ENSMUSG00000057948","ensembl_havana","12","Unc13d","protein_coding",NA
"ENSMUSG00000057963","ENSMUSG00000057963","ensembl_havana","9","Itpk1","protein_coding",NA
"ENSMUSG00000057967","ENSMUSG00000057967","ensembl_havana","12","Fgf18","protein_coding",NA
"ENSMUSG00000057969","ENSMUSG00000057969","ensembl_havana","15","Sema3b","protein_coding",NA
"ENSMUSG00000057977","ENSMUSG00000057977","ensembl_havana","10","Skint11","protein_coding",NA
"ENSMUSG00000057981","ENSMUSG00000057981","ensembl_havana","4","Vmn1r12","protein_coding",NA
"ENSMUSG00000057982","ENSMUSG00000057982","ensembl","7","Zfp809","protein_coding",NA
"ENSMUSG00000057990","ENSMUSG00000057990","havana","4","E030024N20Rik","processed_pseudogene",NA
"ENSMUSG00000057997","ENSMUSG00000057997","ensembl","3","Olfr541","protein_coding",NA
"ENSMUSG00000058005","ENSMUSG00000058005","ensembl_havana","3","Tdpoz3","protein_coding",NA
"ENSMUSG00000058006","ENSMUSG00000058006","ensembl_havana","12","Mdn1","protein_coding",NA
"ENSMUSG00000058013","ENSMUSG00000058013","ensembl_havana","11","Sept11","protein_coding",NA
"ENSMUSG00000058014","ENSMUSG00000058014","ensembl_havana","3","Olfr502","protein_coding",NA
"ENSMUSG00000058017","ENSMUSG00000058017","ensembl_havana","6","Serpinb3d","protein_coding",NA
"ENSMUSG00000058019","ENSMUSG00000058019","ensembl","12","Ces5a","protein_coding",NA
"ENSMUSG00000058022","ENSMUSG00000058022","ensembl_havana","13","Adtrp","protein_coding",NA
"ENSMUSG00000058028","ENSMUSG00000058028","ensembl_havana","14","Zscan5b","protein_coding",NA
"ENSMUSG00000058030","ENSMUSG00000058030","ensembl_havana","4","Vmn1r237","protein_coding",NA
"ENSMUSG00000058046","ENSMUSG00000058046","ensembl_havana","1","4933430I17Rik","protein_coding",NA
"ENSMUSG00000058050","ENSMUSG00000058050","havana","5","Gm9234","processed_pseudogene",NA
"ENSMUSG00000058052","ENSMUSG00000058052","ensembl_havana","2","Defb35","protein_coding",NA
"ENSMUSG00000058056","ENSMUSG00000058056","ensembl_havana","15","Palld","protein_coding",NA
"ENSMUSG00000058057","ENSMUSG00000058057","ensembl","4","Mettl7a3","protein_coding",NA
"ENSMUSG00000058063","ENSMUSG00000058063","ensembl_havana","4","Trim31","protein_coding",NA
"ENSMUSG00000058064","ENSMUSG00000058064","ensembl","5","Gm10036","protein_coding",NA
"ENSMUSG00000058070","ENSMUSG00000058070","ensembl_havana","14","Eml1","protein_coding",NA
"ENSMUSG00000058071","ENSMUSG00000058071","ensembl_havana","3","Olfr818","protein_coding",NA
"ENSMUSG00000058073","ENSMUSG00000058073","ensembl_havana","4","Gm11189","processed_pseudogene",NA
"ENSMUSG00000058076","ENSMUSG00000058076","ensembl_havana","12","Sdhc","protein_coding",NA
"ENSMUSG00000058078","ENSMUSG00000058078","havana","8","Olfr1503-ps1","unprocessed_pseudogene",NA
"ENSMUSG00000058084","ENSMUSG00000058084","ensembl_havana","4","Olfr825","protein_coding",NA
"ENSMUSG00000058093","ENSMUSG00000058093","ensembl_havana","12","Zfp729b","protein_coding",NA
"ENSMUSG00000058099","ENSMUSG00000058099","ensembl_havana","15","Nfam1","protein_coding",NA
"ENSMUSG00000058101","ENSMUSG00000058101","havana","3","1700084J12Rik","transcribed_processed_pseudogene",NA
"ENSMUSG00000058114","ENSMUSG00000058114","ensembl_havana","2","Olfr127","protein_coding",NA
"ENSMUSG00000058119","ENSMUSG00000058119","ensembl_havana","6","Gm5771","protein_coding",NA
"ENSMUSG00000058124","ENSMUSG00000058124","ensembl_havana","4","H2-M10.3","protein_coding",NA
"ENSMUSG00000058126","ENSMUSG00000058126","ensembl","6","Tpm3-rs7","protein_coding",NA
"ENSMUSG00000058132","ENSMUSG00000058132","ensembl_havana","4","Vmn1r82","protein_coding",NA
"ENSMUSG00000058135","ENSMUSG00000058135","ensembl_havana","12","Gstm1","protein_coding",NA
"ENSMUSG00000058145","ENSMUSG00000058145","ensembl_havana","16","Adamts17","protein_coding",NA
"ENSMUSG00000058147","ENSMUSG00000058147","ensembl_havana","1","Xlr3c","protein_coding",NA
"ENSMUSG00000058152","ENSMUSG00000058152","ensembl","7","Chsy3","protein_coding",NA
"ENSMUSG00000058153","ENSMUSG00000058153","ensembl_havana","14","Sez6l","protein_coding",NA
"ENSMUSG00000058159","ENSMUSG00000058159","ensembl_havana","13","T2","processed_transcript",NA
"ENSMUSG00000058163","ENSMUSG00000058163","ensembl_havana","13","Gm5431","protein_coding",NA
"ENSMUSG00000058172","ENSMUSG00000058172","ensembl","1","Krtap6-1","protein_coding",NA
"ENSMUSG00000058173","ENSMUSG00000058173","ensembl","11","Smco4","protein_coding",NA
"ENSMUSG00000058174","ENSMUSG00000058174","ensembl_havana","7","Gm5148","protein_coding",NA
"ENSMUSG00000058176","ENSMUSG00000058176","ensembl","2","Gm5407","protein_coding",NA
"ENSMUSG00000058183","ENSMUSG00000058183","ensembl_havana","14","Mmel1","protein_coding",NA
"ENSMUSG00000058186","ENSMUSG00000058186","ensembl_havana","13","Gm13242","protein_coding",NA
"ENSMUSG00000058188","ENSMUSG00000058188","ensembl_havana","2","Olfr746","protein_coding",NA
"ENSMUSG00000058192","ENSMUSG00000058192","ensembl_havana","15","Zfp846","protein_coding",NA
"ENSMUSG00000058194","ENSMUSG00000058194","ensembl_havana","1","Olfr1126","protein_coding",NA
"ENSMUSG00000058200","ENSMUSG00000058200","ensembl_havana","1","Olfr66","protein_coding",NA
"ENSMUSG00000058207","ENSMUSG00000058207","ensembl_havana","6","Serpina3k","protein_coding",NA
"ENSMUSG00000058216","ENSMUSG00000058216","ensembl_havana","12","BC021614","protein_coding",NA
"ENSMUSG00000058230","ENSMUSG00000058230","ensembl_havana","12","Arhgap35","protein_coding",NA
"ENSMUSG00000058239","ENSMUSG00000058239","ensembl_havana","13","Usf2","protein_coding",NA
"ENSMUSG00000058240","ENSMUSG00000058240","ensembl_havana","13","Cryzl1","protein_coding",NA
"ENSMUSG00000058244","ENSMUSG00000058244","ensembl_havana","2","Olfr506","protein_coding",NA
"ENSMUSG00000058246","ENSMUSG00000058246","ensembl","6","Gm10037","protein_coding",NA
"ENSMUSG00000058248","ENSMUSG00000058248","ensembl_havana","12","Kcnh1","protein_coding",NA
"ENSMUSG00000058250","ENSMUSG00000058250","ensembl_havana","2","Tas2r138","protein_coding",NA
"ENSMUSG00000058251","ENSMUSG00000058251","ensembl_havana","2","Olfr822","protein_coding",NA
"ENSMUSG00000058252","ENSMUSG00000058252","ensembl_havana","6","Tcp11x2","protein_coding",NA
"ENSMUSG00000058254","ENSMUSG00000058254","ensembl_havana","12","Tspan7","protein_coding",NA
"ENSMUSG00000058258","ENSMUSG00000058258","ensembl_havana","14","Idi1","protein_coding",NA
"ENSMUSG00000058260","ENSMUSG00000058260","ensembl_havana","2","Serpina9","protein_coding",NA
"ENSMUSG00000058267","ENSMUSG00000058267","ensembl_havana","13","Mrps14","protein_coding",NA
"ENSMUSG00000058270","ENSMUSG00000058270","ensembl","2","Olfr25","protein_coding",NA
"ENSMUSG00000058275","ENSMUSG00000058275","ensembl_havana","2","Olfr412","protein_coding",NA
"ENSMUSG00000058281","ENSMUSG00000058281","ensembl","1","Gm10038","pseudogene",NA
"ENSMUSG00000058287","ENSMUSG00000058287","ensembl_havana","5","Gm12253","protein_coding",NA
"ENSMUSG00000058290","ENSMUSG00000058290","ensembl","3","Espl1","protein_coding",NA
"ENSMUSG00000058291","ENSMUSG00000058291","ensembl_havana","14","Zfp68","protein_coding",NA
"ENSMUSG00000058295","ENSMUSG00000058295","ensembl_havana","6","Prp2","protein_coding",NA
"ENSMUSG00000058297","ENSMUSG00000058297","ensembl_havana","16","Spock2","protein_coding",NA
"ENSMUSG00000058298","ENSMUSG00000058298","ensembl","7","Mcm9","protein_coding",NA
"ENSMUSG00000058301","ENSMUSG00000058301","ensembl","6","Upf1","protein_coding",NA
"ENSMUSG00000058317","ENSMUSG00000058317","ensembl_havana","11","Ube2e2","protein_coding",NA
"ENSMUSG00000058318","ENSMUSG00000058318","ensembl_havana","15","Phf21a","protein_coding",NA
"ENSMUSG00000058325","ENSMUSG00000058325","ensembl","5","Dock1","protein_coding",NA
"ENSMUSG00000058328","ENSMUSG00000058328","ensembl_havana","13","Xlr5a","protein_coding",NA
"ENSMUSG00000058331","ENSMUSG00000058331","ensembl_havana","14","Zfp85","protein_coding",NA
"ENSMUSG00000058349","ENSMUSG00000058349","ensembl_havana","2","Tas2r117","protein_coding",NA
"ENSMUSG00000058351","ENSMUSG00000058351","ensembl_havana","10","Smim4","protein_coding",NA
"ENSMUSG00000058354","ENSMUSG00000058354","ensembl","6","Krt6a","protein_coding",NA
"ENSMUSG00000058355","ENSMUSG00000058355","ensembl","6","Abce1","protein_coding",NA
"ENSMUSG00000058357","ENSMUSG00000058357","havana","2","Gm6612","processed_pseudogene",NA
"ENSMUSG00000058360","ENSMUSG00000058360","ensembl","5","Gm10040","pseudogene",NA
"ENSMUSG00000058368","ENSMUSG00000058368","ensembl","2","Krtap21-1","protein_coding",NA
"ENSMUSG00000058385","ENSMUSG00000058385","ensembl_havana","7","Hist1h2bg","protein_coding",NA
"ENSMUSG00000058388","ENSMUSG00000058388","ensembl_havana","14","Phtf1","protein_coding",NA
"ENSMUSG00000058392","ENSMUSG00000058392","ensembl_havana","12","Rrp1b","protein_coding",NA
"ENSMUSG00000058396","ENSMUSG00000058396","ensembl_havana","7","Gpr182","protein_coding",NA
"ENSMUSG00000058398","ENSMUSG00000058398","ensembl_havana","6","Prss43","protein_coding",NA
"ENSMUSG00000058399","ENSMUSG00000058399","ensembl_havana","3","Vmn1r64","protein_coding",NA
"ENSMUSG00000058400","ENSMUSG00000058400","ensembl_havana","13","Qrfpr","protein_coding",NA
"ENSMUSG00000058402","ENSMUSG00000058402","ensembl_havana","14","Zfp420","protein_coding",NA
"ENSMUSG00000058407","ENSMUSG00000058407","ensembl_havana","12","Txndc9","protein_coding",NA
"ENSMUSG00000058420","ENSMUSG00000058420","ensembl_havana","8","Syt17","protein_coding",NA
"ENSMUSG00000058427","ENSMUSG00000058427","ensembl_havana","10","Cxcl2","protein_coding",NA
"ENSMUSG00000058430","ENSMUSG00000058430","ensembl","1","Rpl27a-ps2","processed_pseudogene",NA
"ENSMUSG00000058435","ENSMUSG00000058435","ensembl_havana","5","Btnl4","protein_coding",NA
"ENSMUSG00000058440","ENSMUSG00000058440","ensembl_havana","14","Nrf1","protein_coding",NA
"ENSMUSG00000058441","ENSMUSG00000058441","ensembl_havana","7","Panx2","protein_coding",NA
"ENSMUSG00000058443","ENSMUSG00000058443","ensembl","4","Rpl10-ps3","protein_coding",NA
"ENSMUSG00000058444","ENSMUSG00000058444","ensembl","7","Map2k5","protein_coding",NA
"ENSMUSG00000058446","ENSMUSG00000058446","ensembl_havana","14","Znrf2","protein_coding",NA
"ENSMUSG00000058447","ENSMUSG00000058447","havana","8","Gm26920","protein_coding",NA
"ENSMUSG00000058454","ENSMUSG00000058454","ensembl_havana","15","Dhcr7","protein_coding",NA
"ENSMUSG00000058463","ENSMUSG00000058463","ensembl","2","Gm5471","processed_pseudogene",NA
"ENSMUSG00000058470","ENSMUSG00000058470","ensembl_havana","10","Gm8369","protein_coding",NA
"ENSMUSG00000058486","ENSMUSG00000058486","ensembl_havana","11","Wdr91","protein_coding",NA
"ENSMUSG00000058488","ENSMUSG00000058488","ensembl_havana","7","Kl","protein_coding",NA
"ENSMUSG00000058491","ENSMUSG00000058491","ensembl_havana","5","Olfr869","protein_coding",NA
"ENSMUSG00000058492","ENSMUSG00000058492","ensembl","4","Scp2-ps2","processed_pseudogene",NA
"ENSMUSG00000058498","ENSMUSG00000058498","ensembl_havana","12","Rnf207","protein_coding",NA
"ENSMUSG00000058499","ENSMUSG00000058499","ensembl_havana","9","Pip","protein_coding",NA
"ENSMUSG00000058503","ENSMUSG00000058503","ensembl_havana","11","Fam133b","protein_coding",NA
"ENSMUSG00000058508","ENSMUSG00000058508","ensembl","1","Gm10042","pseudogene",NA
"ENSMUSG00000058513","ENSMUSG00000058513","ensembl_havana","5","Olfr801","protein_coding",NA
"ENSMUSG00000058515","ENSMUSG00000058515","ensembl","2","Olfr933","protein_coding",NA
"ENSMUSG00000058521","ENSMUSG00000058521","ensembl","1","Olfr892-ps1","pseudogene",NA
"ENSMUSG00000058523","ENSMUSG00000058523","ensembl_havana","2","Mup5","protein_coding",NA
"ENSMUSG00000058537","ENSMUSG00000058537","ensembl_havana","4","AW822073","protein_coding",NA
"ENSMUSG00000058542","ENSMUSG00000058542","ensembl_havana","3","Gm15590","processed_pseudogene",NA
"ENSMUSG00000058546","ENSMUSG00000058546","ensembl_havana","8","Rpl23a","protein_coding",NA
"ENSMUSG00000058550","ENSMUSG00000058550","ensembl","14","Dppa4","protein_coding",NA
"ENSMUSG00000058558","ENSMUSG00000058558","ensembl_havana","12","Rpl5","protein_coding",NA
"ENSMUSG00000058567","ENSMUSG00000058567","ensembl","6","Gm2531","pseudogene",NA
"ENSMUSG00000058568","ENSMUSG00000058568","ensembl_havana","6","Defb50","protein_coding",NA
"ENSMUSG00000058569","ENSMUSG00000058569","ensembl","7","Tmed9","protein_coding",NA
"ENSMUSG00000058571","ENSMUSG00000058571","ensembl_havana","10","Gpc6","protein_coding",NA
"ENSMUSG00000058579","ENSMUSG00000058579","ensembl_havana","5","Cela2a","protein_coding",NA
"ENSMUSG00000058581","ENSMUSG00000058581","havana","7","Gm5801","processed_pseudogene",NA
"ENSMUSG00000058586","ENSMUSG00000058586","ensembl_havana","11","Serhl","protein_coding",NA
"ENSMUSG00000058587","ENSMUSG00000058587","ensembl","7","Tmod3","protein_coding",NA
"ENSMUSG00000058588","ENSMUSG00000058588","ensembl_havana","5","Vmn1r21","protein_coding",NA
"ENSMUSG00000058589","ENSMUSG00000058589","ensembl_havana","14","Anks1b","protein_coding",NA
"ENSMUSG00000058590","ENSMUSG00000058590","havana","2","Gm6462","processed_pseudogene",NA
"ENSMUSG00000058594","ENSMUSG00000058594","ensembl_havana","15","Fbxo18","protein_coding",NA
"ENSMUSG00000058600","ENSMUSG00000058600","ensembl_havana","13","Rpl30","protein_coding",NA
"ENSMUSG00000058603","ENSMUSG00000058603","havana","10","Rpl28-ps1","processed_pseudogene",NA
"ENSMUSG00000058607","ENSMUSG00000058607","ensembl_havana","4","Rpl31-ps20","processed_pseudogene",NA
"ENSMUSG00000058613","ENSMUSG00000058613","havana","6","Cyp2d41-ps","unprocessed_pseudogene",NA
"ENSMUSG00000058618","ENSMUSG00000058618","ensembl_havana","6","AY761184","protein_coding",NA
"ENSMUSG00000058620","ENSMUSG00000058620","ensembl_havana","5","Adra2b","protein_coding",NA
"ENSMUSG00000058622","ENSMUSG00000058622","ensembl_havana","1","Gm5265","processed_pseudogene",NA
"ENSMUSG00000058624","ENSMUSG00000058624","ensembl_havana","12","Gda","protein_coding",NA
"ENSMUSG00000058625","ENSMUSG00000058625","ensembl","5","Gm17383","pseudogene",NA
"ENSMUSG00000058626","ENSMUSG00000058626","ensembl_havana","16","Capn11","protein_coding",NA
"ENSMUSG00000058628","ENSMUSG00000058628","ensembl","3","Olfr875","protein_coding",NA
"ENSMUSG00000058631","ENSMUSG00000058631","ensembl_havana","6","Vmn1r63","protein_coding",NA
"ENSMUSG00000058638","ENSMUSG00000058638","ensembl_havana","13","Zfp110","protein_coding",NA
"ENSMUSG00000058643","ENSMUSG00000058643","ensembl_havana","3","Speer4f1","protein_coding",NA
"ENSMUSG00000058655","ENSMUSG00000058655","ensembl","8","Eif4b","protein_coding",NA
"ENSMUSG00000058656","ENSMUSG00000058656","ensembl_havana","12","Samd12","protein_coding",NA
"ENSMUSG00000058659","ENSMUSG00000058659","ensembl","3","Olfr58","protein_coding",NA
"ENSMUSG00000058662","ENSMUSG00000058662","ensembl_havana","3","Olfr69","protein_coding",NA
