"","gene_id","source","gene_version","gene_name","gene_biotype","phase"
"ENSMUSG00000108113","ENSMUSG00000108113","havana","2","Gm44015","processed_transcript",NA
"ENSMUSG00000108114","ENSMUSG00000108114","ensembl_havana","1","Olfr800","protein_coding",NA
"ENSMUSG00000108115","ENSMUSG00000108115","havana","1","Gm7039","processed_pseudogene",NA
"ENSMUSG00000108117","ENSMUSG00000108117","havana","1","Gm44262","processed_pseudogene",NA
"ENSMUSG00000108118","ENSMUSG00000108118","havana","1","Gm44201","lincRNA",NA
"ENSMUSG00000108125","ENSMUSG00000108125","havana","1","Gm17812","processed_pseudogene",NA
"ENSMUSG00000108127","ENSMUSG00000108127","ensembl_havana","1","Gm12845","protein_coding",NA
"ENSMUSG00000108128","ENSMUSG00000108128","havana","1","4922502N22Rik","lincRNA",NA
"ENSMUSG00000108129","ENSMUSG00000108129","havana","2","4930417O13Rik","processed_transcript",NA
"ENSMUSG00000108130","ENSMUSG00000108130","havana","1","Gm44019","lincRNA",NA
"ENSMUSG00000108131","ENSMUSG00000108131","havana","1","Gm44099","unprocessed_pseudogene",NA
"ENSMUSG00000108132","ENSMUSG00000108132","havana","1","Gm44175","lincRNA",NA
"ENSMUSG00000108133","ENSMUSG00000108133","havana","1","Olfr789","protein_coding",NA
"ENSMUSG00000108134","ENSMUSG00000108134","havana","1","Gm9560","processed_pseudogene",NA
"ENSMUSG00000108135","ENSMUSG00000108135","havana","1","Gm8035","processed_pseudogene",NA
"ENSMUSG00000108137","ENSMUSG00000108137","havana","1","Gm44053","lincRNA",NA
"ENSMUSG00000108138","ENSMUSG00000108138","havana","1","Gm18485","processed_pseudogene",NA
"ENSMUSG00000108139","ENSMUSG00000108139","havana","1","Gm44055","processed_pseudogene",NA
"ENSMUSG00000108140","ENSMUSG00000108140","havana","1","Gm19475","processed_pseudogene",NA
"ENSMUSG00000108141","ENSMUSG00000108141","havana","1","Gm44079","antisense",NA
"ENSMUSG00000108142","ENSMUSG00000108142","havana","1","Gm7498","processed_pseudogene",NA
"ENSMUSG00000108144","ENSMUSG00000108144","havana","1","Gm43975","processed_pseudogene",NA
"ENSMUSG00000108145","ENSMUSG00000108145","havana","1","Gm44191","lincRNA",NA
"ENSMUSG00000108148","ENSMUSG00000108148","havana","1","Gm44020","antisense",NA
"ENSMUSG00000108149","ENSMUSG00000108149","havana","1","Olfr439-ps1","unprocessed_pseudogene",NA
"ENSMUSG00000108150","ENSMUSG00000108150","havana","1","Gm44470","unprocessed_pseudogene",NA
"ENSMUSG00000108151","ENSMUSG00000108151","havana","1","Gm44290","lincRNA",NA
"ENSMUSG00000108153","ENSMUSG00000108153","havana","1","Gm44402","processed_pseudogene",NA
"ENSMUSG00000108156","ENSMUSG00000108156","havana","1","Olfr326-ps1","unprocessed_pseudogene",NA
"ENSMUSG00000108157","ENSMUSG00000108157","havana","1","Olrf445-ps1","unprocessed_pseudogene",NA
"ENSMUSG00000108160","ENSMUSG00000108160","havana","1","Gm19237","processed_pseudogene",NA
"ENSMUSG00000108161","ENSMUSG00000108161","havana","1","Gm44269","lincRNA",NA
"ENSMUSG00000108162","ENSMUSG00000108162","havana","1","Gm20589","processed_pseudogene",NA
"ENSMUSG00000108163","ENSMUSG00000108163","havana","1","Gm44431","processed_pseudogene",NA
"ENSMUSG00000108164","ENSMUSG00000108164","havana","1","Gm43899","processed_pseudogene",NA
"ENSMUSG00000108166","ENSMUSG00000108166","havana","1","Gm44017","sense_intronic",NA
"ENSMUSG00000108167","ENSMUSG00000108167","ensembl_havana","1","Olfr1386","protein_coding",NA
"ENSMUSG00000108171","ENSMUSG00000108171","havana","1","Gm43915","antisense",NA
"ENSMUSG00000108172","ENSMUSG00000108172","havana","1","Gm21054","processed_pseudogene",NA
"ENSMUSG00000108174","ENSMUSG00000108174","havana","1","Gm44092","processed_pseudogene",NA
"ENSMUSG00000108175","ENSMUSG00000108175","havana","1","Gm43938","antisense",NA
"ENSMUSG00000108177","ENSMUSG00000108177","havana","1","Gm7924","processed_pseudogene",NA
"ENSMUSG00000108183","ENSMUSG00000108183","havana","1","Gm44227","processed_pseudogene",NA
"ENSMUSG00000108185","ENSMUSG00000108185","havana","1","Gm19653","processed_pseudogene",NA
"ENSMUSG00000108186","ENSMUSG00000108186","havana","1","Gm8132","processed_pseudogene",NA
"ENSMUSG00000108187","ENSMUSG00000108187","havana","1","4930511E03Rik","lincRNA",NA
"ENSMUSG00000108188","ENSMUSG00000108188","havana","1","Gm43865","processed_pseudogene",NA
"ENSMUSG00000108190","ENSMUSG00000108190","havana","1","Gm19902","antisense",NA
"ENSMUSG00000108191","ENSMUSG00000108191","havana","1","Gm29803","processed_pseudogene",NA
"ENSMUSG00000108192","ENSMUSG00000108192","havana","1","Gm44410","lincRNA",NA
"ENSMUSG00000108193","ENSMUSG00000108193","havana","1","Olfr442-ps1","unprocessed_pseudogene",NA
"ENSMUSG00000108196","ENSMUSG00000108196","havana","1","Gm44025","antisense",NA
"ENSMUSG00000108197","ENSMUSG00000108197","havana","1","Gm44214","lincRNA",NA
"ENSMUSG00000108198","ENSMUSG00000108198","havana","1","A330044P14Rik","unprocessed_pseudogene",NA
"ENSMUSG00000108201","ENSMUSG00000108201","havana","1","Gm43991","processed_pseudogene",NA
"ENSMUSG00000108202","ENSMUSG00000108202","havana","1","Gm4874","processed_pseudogene",NA
"ENSMUSG00000108203","ENSMUSG00000108203","havana","1","Gm43944","processed_pseudogene",NA
"ENSMUSG00000108204","ENSMUSG00000108204","havana","1","Gm44180","processed_pseudogene",NA
"ENSMUSG00000108205","ENSMUSG00000108205","havana","1","Gm19252","processed_pseudogene",NA
"ENSMUSG00000108206","ENSMUSG00000108206","havana","1","Gm44427","lincRNA",NA
"ENSMUSG00000108207","ENSMUSG00000108207","havana","2","1810059H22Rik","processed_transcript",NA
"ENSMUSG00000108208","ENSMUSG00000108208","havana","1","Gm44184","processed_pseudogene",NA
"ENSMUSG00000108209","ENSMUSG00000108209","havana","1","Gm32222","processed_pseudogene",NA
"ENSMUSG00000108212","ENSMUSG00000108212","havana","1","Gm44132","processed_pseudogene",NA
"ENSMUSG00000108213","ENSMUSG00000108213","havana","1","Gm44172","lincRNA",NA
"ENSMUSG00000108215","ENSMUSG00000108215","havana","1","Gm8083","processed_pseudogene",NA
"ENSMUSG00000108218","ENSMUSG00000108218","havana","1","Olfr1372-ps1","transcribed_unprocessed_pseudogene",NA
"ENSMUSG00000108221","ENSMUSG00000108221","havana","1","Gm44203","processed_pseudogene",NA
"ENSMUSG00000108222","ENSMUSG00000108222","havana","1","Gm2691","processed_pseudogene",NA
"ENSMUSG00000108223","ENSMUSG00000108223","havana","1","Gm43933","processed_pseudogene",NA
"ENSMUSG00000108224","ENSMUSG00000108224","havana","1","Gm31861","processed_pseudogene",NA
"ENSMUSG00000108225","ENSMUSG00000108225","havana","1","Gm43926","processed_pseudogene",NA
"ENSMUSG00000108226","ENSMUSG00000108226","havana","1","Gm44063","processed_pseudogene",NA
"ENSMUSG00000108228","ENSMUSG00000108228","havana","1","6430584L05Rik","lincRNA",NA
"ENSMUSG00000108230","ENSMUSG00000108230","havana","1","Gm3549","processed_pseudogene",NA
"ENSMUSG00000108231","ENSMUSG00000108231","havana","1","Gm4045","processed_pseudogene",NA
"ENSMUSG00000108232","ENSMUSG00000108232","havana","1","Gm43916","antisense",NA
"ENSMUSG00000108233","ENSMUSG00000108233","havana","1","Gm44084","processed_pseudogene",NA
"ENSMUSG00000108235","ENSMUSG00000108235","havana","1","Gm44248","processed_pseudogene",NA
"ENSMUSG00000108236","ENSMUSG00000108236","havana","1","0610033M10Rik","lincRNA",NA
"ENSMUSG00000108237","ENSMUSG00000108237","havana","1","Gm19757","lincRNA",NA
"ENSMUSG00000108239","ENSMUSG00000108239","havana","1","Gm19434","antisense",NA
"ENSMUSG00000108240","ENSMUSG00000108240","havana","1","Gm5317","processed_pseudogene",NA
"ENSMUSG00000108241","ENSMUSG00000108241","havana","1","Gm44252","processed_pseudogene",NA
"ENSMUSG00000108242","ENSMUSG00000108242","havana","1","9330118I20Rik","processed_transcript",NA
"ENSMUSG00000108244","ENSMUSG00000108244","havana","1","Gm44077","lincRNA",NA
"ENSMUSG00000108245","ENSMUSG00000108245","havana","1","Prb3-ps","processed_pseudogene",NA
"ENSMUSG00000108247","ENSMUSG00000108247","havana","1","Gm19039","processed_pseudogene",NA
"ENSMUSG00000108248","ENSMUSG00000108248","havana","1","Gm34391","processed_pseudogene",NA
"ENSMUSG00000108249","ENSMUSG00000108249","havana","1","Gm43960","processed_pseudogene",NA
"ENSMUSG00000108250","ENSMUSG00000108250","havana","1","Tas2r111-ps2","unprocessed_pseudogene",NA
"ENSMUSG00000108251","ENSMUSG00000108251","havana","1","Gm44112","processed_pseudogene",NA
"ENSMUSG00000108252","ENSMUSG00000108252","havana","1","Gm44059","processed_pseudogene",NA
"ENSMUSG00000108253","ENSMUSG00000108253","havana","1","Olfr1542-ps1","unprocessed_pseudogene",NA
"ENSMUSG00000108255","ENSMUSG00000108255","ensembl_havana","1","Gm16499","lincRNA",NA
"ENSMUSG00000108257","ENSMUSG00000108257","havana","1","Gm44251","processed_pseudogene",NA
"ENSMUSG00000108258","ENSMUSG00000108258","havana","1","Gm43913","lincRNA",NA
"ENSMUSG00000108259","ENSMUSG00000108259","havana","1","Gm6727","processed_pseudogene",NA
"ENSMUSG00000108261","ENSMUSG00000108261","havana","1","Tas2r146-ps1","unprocessed_pseudogene",NA
"ENSMUSG00000108262","ENSMUSG00000108262","havana","1","Gm43867","processed_pseudogene",NA
"ENSMUSG00000108265","ENSMUSG00000108265","ensembl_havana","1","Olfr318","protein_coding",NA
"ENSMUSG00000108266","ENSMUSG00000108266","havana","1","Gm44218","processed_pseudogene",NA
"ENSMUSG00000108267","ENSMUSG00000108267","havana","1","Gm44190","sense_intronic",NA
"ENSMUSG00000108269","ENSMUSG00000108269","havana","1","Gm18422","transcribed_processed_pseudogene",NA
"ENSMUSG00000108270","ENSMUSG00000108270","havana","1","Gm4602","processed_pseudogene",NA
"ENSMUSG00000108272","ENSMUSG00000108272","havana","1","Gm44161","processed_pseudogene",NA
"ENSMUSG00000108273","ENSMUSG00000108273","ensembl","1","Zfand4","protein_coding",NA
"ENSMUSG00000108274","ENSMUSG00000108274","havana","1","Gm44169","lincRNA",NA
"ENSMUSG00000108275","ENSMUSG00000108275","havana","1","Gm7880","processed_pseudogene",NA
"ENSMUSG00000108276","ENSMUSG00000108276","havana","1","Gm44276","antisense",NA
"ENSMUSG00000108277","ENSMUSG00000108277","havana","1","Gm44444","protein_coding",NA
"ENSMUSG00000108279","ENSMUSG00000108279","havana","1","Gm44024","processed_pseudogene",NA
"ENSMUSG00000108280","ENSMUSG00000108280","havana","1","Gm8703","processed_pseudogene",NA
"ENSMUSG00000108282","ENSMUSG00000108282","havana","1","Gm44317","antisense",NA
"ENSMUSG00000108284","ENSMUSG00000108284","havana","1","Gm44182","processed_pseudogene",NA
"ENSMUSG00000108285","ENSMUSG00000108285","havana","1","Gm43995","lincRNA",NA
"ENSMUSG00000108287","ENSMUSG00000108287","havana","1","Gm44473","unprocessed_pseudogene",NA
"ENSMUSG00000108288","ENSMUSG00000108288","havana","1","Gm44202","lincRNA",NA
"ENSMUSG00000108289","ENSMUSG00000108289","havana","1","Gm44174","lincRNA",NA
"ENSMUSG00000108292","ENSMUSG00000108292","havana","1","Gm44050","processed_pseudogene",NA
"ENSMUSG00000108293","ENSMUSG00000108293","havana","1","Pla2g4c-ps","unprocessed_pseudogene",NA
"ENSMUSG00000108294","ENSMUSG00000108294","havana","1","Gm44429","processed_pseudogene",NA
"ENSMUSG00000108295","ENSMUSG00000108295","havana","2","Gm43996","processed_transcript",NA
"ENSMUSG00000108296","ENSMUSG00000108296","havana","1","Gm44295","processed_pseudogene",NA
"ENSMUSG00000108297","ENSMUSG00000108297","havana","1","Gm44167","sense_intronic",NA
"ENSMUSG00000108298","ENSMUSG00000108298","havana","1","Gm44226","lincRNA",NA
"ENSMUSG00000108299","ENSMUSG00000108299","havana","1","Gm43892","unprocessed_pseudogene",NA
"ENSMUSG00000108300","ENSMUSG00000108300","havana","1","RP23-298C3.12","processed_pseudogene",NA
"ENSMUSG00000108301","ENSMUSG00000108301","havana","1","RP23-361A18.6","unprocessed_pseudogene",NA
"ENSMUSG00000108302","ENSMUSG00000108302","havana","1","RP24-158L15.2","processed_pseudogene",NA
"ENSMUSG00000108303","ENSMUSG00000108303","havana","1","RP23-174K7.1","lincRNA",NA
"ENSMUSG00000108304","ENSMUSG00000108304","havana","1","RP23-421O10.3","processed_pseudogene",NA
"ENSMUSG00000108305","ENSMUSG00000108305","havana","1","RP23-64D23.10","processed_pseudogene",NA
"ENSMUSG00000108306","ENSMUSG00000108306","havana","1","RP24-68L4.6","processed_pseudogene",NA
"ENSMUSG00000108307","ENSMUSG00000108307","havana","1","Ceacam-ps1","transcribed_unprocessed_pseudogene",NA
"ENSMUSG00000108308","ENSMUSG00000108308","havana","1","RP23-292C5.4","lincRNA",NA
"ENSMUSG00000108309","ENSMUSG00000108309","havana","1","RP23-353F16.4","processed_pseudogene",NA
"ENSMUSG00000108311","ENSMUSG00000108311","havana","1","RP23-32A8.8","lincRNA",NA
"ENSMUSG00000108312","ENSMUSG00000108312","havana","1","RP23-396C19.6","processed_pseudogene",NA
"ENSMUSG00000108313","ENSMUSG00000108313","havana","1","RP23-387F1.6","lincRNA",NA
"ENSMUSG00000108314","ENSMUSG00000108314","havana","1","RP23-73F23.5","processed_pseudogene",NA
"ENSMUSG00000108315","ENSMUSG00000108315","havana","1","RP24-160N8.1","lincRNA",NA
"ENSMUSG00000108316","ENSMUSG00000108316","havana","1","RP24-490A22.4","processed_pseudogene",NA
"ENSMUSG00000108320","ENSMUSG00000108320","havana","1","RP23-179K11.10","antisense",NA
"ENSMUSG00000108321","ENSMUSG00000108321","havana","1","RP23-362F15.1","antisense",NA
"ENSMUSG00000108322","ENSMUSG00000108322","havana","1","RP23-455C13.7","lincRNA",NA
"ENSMUSG00000108323","ENSMUSG00000108323","havana","1","RP23-361A18.5","unprocessed_pseudogene",NA
"ENSMUSG00000108326","ENSMUSG00000108326","havana","1","RP23-154P9.2","processed_pseudogene",NA
"ENSMUSG00000108327","ENSMUSG00000108327","havana","1","RP23-142A14.12","lincRNA",NA
"ENSMUSG00000108328","ENSMUSG00000108328","havana","1","RP23-361A18.10","unprocessed_pseudogene",NA
"ENSMUSG00000108329","ENSMUSG00000108329","havana","1","RP24-136L4.3","lincRNA",NA
"ENSMUSG00000108331","ENSMUSG00000108331","havana","1","RP24-138O17.5","processed_pseudogene",NA
"ENSMUSG00000108332","ENSMUSG00000108332","havana","1","RP23-89C10.2","antisense",NA
"ENSMUSG00000108333","ENSMUSG00000108333","havana","1","RP23-338G5.2","antisense",NA
"ENSMUSG00000108334","ENSMUSG00000108334","havana","1","RP23-470P9.1","lincRNA",NA
"ENSMUSG00000108335","ENSMUSG00000108335","havana","1","RP23-292C5.3","processed_pseudogene",NA
"ENSMUSG00000108336","ENSMUSG00000108336","havana","1","Olfr163-ps1","unprocessed_pseudogene",NA
"ENSMUSG00000108337","ENSMUSG00000108337","havana","1","RP23-32A8.12","processed_pseudogene",NA
"ENSMUSG00000108339","ENSMUSG00000108339","havana","1","Klk1b28-ps","unprocessed_pseudogene",NA
"ENSMUSG00000108340","ENSMUSG00000108340","havana","1","RP23-229O20.6","processed_pseudogene",NA
"ENSMUSG00000108342","ENSMUSG00000108342","havana","1","RP23-174D7.3","processed_pseudogene",NA
"ENSMUSG00000108343","ENSMUSG00000108343","havana","1","RP23-312I2.4","processed_pseudogene",NA
"ENSMUSG00000108344","ENSMUSG00000108344","havana","1","RP23-276L17.3","processed_pseudogene",NA
"ENSMUSG00000108345","ENSMUSG00000108345","havana","1","RP24-136L4.4","lincRNA",NA
"ENSMUSG00000108346","ENSMUSG00000108346","havana","1","RP23-143J24.5","processed_pseudogene",NA
"ENSMUSG00000108347","ENSMUSG00000108347","havana","1","RP23-310N5.2","processed_pseudogene",NA
"ENSMUSG00000108348","ENSMUSG00000108348","havana","1","RP23-391I5.5","unprocessed_pseudogene",NA
"ENSMUSG00000108349","ENSMUSG00000108349","havana","1","RP24-503J9.2","processed_pseudogene",NA
"ENSMUSG00000108351","ENSMUSG00000108351","havana","1","RP23-11L1.4","antisense",NA
"ENSMUSG00000108352","ENSMUSG00000108352","havana","1","RP23-358K1.5","unprocessed_pseudogene",NA
"ENSMUSG00000108354","ENSMUSG00000108354","havana","1","RP23-144N15.8","processed_transcript",NA
"ENSMUSG00000108355","ENSMUSG00000108355","havana","1","RP24-416M6.3","processed_pseudogene",NA
"ENSMUSG00000108356","ENSMUSG00000108356","havana","1","RP23-276L17.2","lincRNA",NA
"ENSMUSG00000108357","ENSMUSG00000108357","havana","1","RP23-421P23.2","processed_pseudogene",NA
"ENSMUSG00000108360","ENSMUSG00000108360","havana","1","RP23-26A14.4","lincRNA",NA
"ENSMUSG00000108361","ENSMUSG00000108361","havana","1","RP23-222G6.4","processed_transcript",NA
"ENSMUSG00000108362","ENSMUSG00000108362","havana","1","RP24-548A15.3","processed_pseudogene",NA
"ENSMUSG00000108363","ENSMUSG00000108363","havana","1","RP23-292M1.1","processed_pseudogene",NA
"ENSMUSG00000108364","ENSMUSG00000108364","havana","1","RP24-269A16.8","lincRNA",NA
"ENSMUSG00000108366","ENSMUSG00000108366","havana","1","RP24-490A22.9","processed_pseudogene",NA
"ENSMUSG00000108367","ENSMUSG00000108367","havana","2","RP24-158L15.3","protein_coding",NA
"ENSMUSG00000108369","ENSMUSG00000108369","ensembl","1","Olfr170","protein_coding",NA
"ENSMUSG00000108370","ENSMUSG00000108370","havana","1","RP24-490A22.8","processed_pseudogene",NA
"ENSMUSG00000108371","ENSMUSG00000108371","havana","1","RP24-416M6.5","lincRNA",NA
"ENSMUSG00000108373","ENSMUSG00000108373","havana","1","RP23-207N5.5","lincRNA",NA
"ENSMUSG00000108374","ENSMUSG00000108374","havana","1","RP24-138O17.4","unprocessed_pseudogene",NA
"ENSMUSG00000108377","ENSMUSG00000108377","havana","1","RP24-168I21.1","processed_pseudogene",NA
"ENSMUSG00000108378","ENSMUSG00000108378","havana","1","RP23-356A20.1","processed_transcript",NA
"ENSMUSG00000108379","ENSMUSG00000108379","havana","1","RP23-370I17.3","lincRNA",NA
"ENSMUSG00000108380","ENSMUSG00000108380","havana","1","Olfr737-ps1","unprocessed_pseudogene",NA
"ENSMUSG00000108381","ENSMUSG00000108381","havana","1","RP23-200D13.1","processed_pseudogene",NA
"ENSMUSG00000108382","ENSMUSG00000108382","havana","1","RP23-421P23.4","lincRNA",NA
"ENSMUSG00000108383","ENSMUSG00000108383","havana","1","RP24-136L4.2","lincRNA",NA
"ENSMUSG00000108385","ENSMUSG00000108385","havana","1","RP23-53O7.1","lincRNA",NA
"ENSMUSG00000108386","ENSMUSG00000108386","havana","1","Olfr730","protein_coding",NA
"ENSMUSG00000108387","ENSMUSG00000108387","havana","1","RP23-24N16.5","bidirectional_promoter_lncRNA",NA
"ENSMUSG00000108390","ENSMUSG00000108390","havana","1","RP23-38E14.2","sense_intronic",NA
"ENSMUSG00000108392","ENSMUSG00000108392","havana","1","RP23-179K11.3","processed_pseudogene",NA
"ENSMUSG00000108393","ENSMUSG00000108393","havana","1","RP23-402A4.1","lincRNA",NA
"ENSMUSG00000108395","ENSMUSG00000108395","havana","1","RP23-472J11.11","lincRNA",NA
"ENSMUSG00000108396","ENSMUSG00000108396","havana","1","RP23-478L20.1","processed_pseudogene",NA
"ENSMUSG00000108397","ENSMUSG00000108397","havana","1","RP23-396C19.5","processed_pseudogene",NA
"ENSMUSG00000108398","ENSMUSG00000108398","havana","1","RP23-354H24.9","protein_coding",NA
"ENSMUSG00000108400","ENSMUSG00000108400","havana","1","Klk1b14-ps","unprocessed_pseudogene",NA
"ENSMUSG00000108401","ENSMUSG00000108401","havana","1","RP24-200F21.1","processed_pseudogene",NA
"ENSMUSG00000108403","ENSMUSG00000108403","havana","1","RP23-361A18.13","unprocessed_pseudogene",NA
"ENSMUSG00000108404","ENSMUSG00000108404","havana","1","RP24-300N16.5","processed_pseudogene",NA
"ENSMUSG00000108405","ENSMUSG00000108405","havana","1","RP23-473E20.4","processed_pseudogene",NA
"ENSMUSG00000108406","ENSMUSG00000108406","havana","1","Klk1b15-ps","unprocessed_pseudogene",NA
"ENSMUSG00000108409","ENSMUSG00000108409","havana","1","RP23-166E8.2","lincRNA",NA
"ENSMUSG00000108411","ENSMUSG00000108411","havana","1","RP23-74K24.10","lincRNA",NA
"ENSMUSG00000108413","ENSMUSG00000108413","havana","1","RP23-432D9.7","lincRNA",NA
"ENSMUSG00000108414","ENSMUSG00000108414","havana","1","Snhg1","processed_transcript",NA
"ENSMUSG00000108415","ENSMUSG00000108415","havana","1","RP24-191C15.5","lincRNA",NA
"ENSMUSG00000108416","ENSMUSG00000108416","havana","1","RP24-192F23.1","processed_transcript",NA
